node_id,node_name,mesh_ui,node_type
N2539,plasma,D010949,Anatomy
N2540,communication,D003142,Other
N2541,intelligence,D007360,Other
N2542,speech disorders,D013064,Disease
N2543,orthomyxoviridae,D009975,Other
N2544,respiratory syncytial viruses,D012136,Other
N2545,respirovirus infections,D010253,Disease
N2546,biological availability,D001682,Biological_Process
N2547,appointments and schedules,D001071,Other
N2548,"day care, medical",D003631,Technique
N2549,"hernia, inguinal",D006552,Disease
N2550,attitude to health,D001294,Other
N2551,persons with disabilities,D006233,Other
N2552,life style,D008019,Other
N2553,"hemostasis, surgical",D006488,Technique
N2554,tourniquets,D014111,Technique
N2555,humidity,D006813,Biological_Process
N2556,ethylamines,D005021,Chemical
N2557,ions,D007477,Chemical
N2558,purkinje fibers,D011690,Anatomy
N2559,nucleic acid hybridization,D009693,Technique
N2560,"rna, messenger",D012333,Chemical
N2561,tape recording,D013637,Other
N2562,manometry,D008365,Technique
N2563,heart septal defects,D006343,Disease
N2564,meperidine,D008614,Chemical
N2565,patient readmission,D010359,Technique
N2566,aprindine,D001073,Chemical
N2567,educational measurement,D004521,Other
N2568,patient education as topic,D010353,Other
N2569,pharmacists,D010595,Other
N2570,alkylating agents,D000477,Chemical
N2571,busulfan,D002066,Chemical
N2572,carcinogens,D002273,Chemical
N2573,daunorubicin,D003630,Chemical
N2574,folic acid antagonists,D005493,Chemical
N2575,"infertility, female",D007247,Disease
N2576,"infertility, male",D007248,Disease
N2577,mercaptopurine,D015122,Chemical
N2578,ovary,D010053,Anatomy
N2579,procarbazine,D011344,Chemical
N2580,testis,D013737,Anatomy
N2581,neutrophils,D009504,Anatomy
N2582,pigmentation disorders,D010859,Disease
N2583,ribonucleoproteins,D012261,Chemical
N2584,intraocular pressure,D007429,Biological_Process
N2585,ophthalmic solutions,D009883,Chemical
N2586,belgium,D001530,Other
N2587,butter,D002079,Chemical
N2588,feeding behavior,D005247,Other
N2589,life expectancy,D008017,Technique
N2590,margarine,D008383,Chemical
N2591,military medicine,D008887,Other
N2592,nutrition surveys,D009749,Technique
N2593,postal service,D011177,Other
N2594,rectal fistula,D012003,Disease
N2595,retroperitoneal space,D012187,Anatomy
N2596,california,D002140,Other
N2597,counseling,D003376,Other
N2598,health education,D006266,Other
N2599,smoking prevention,D000074606,Other
N2600,"infant, newborn, diseases",D007232,Disease
N2601,intestines,D007422,Anatomy
N2602,adenylate kinase,D000263,Chemical
N2603,phosphotransferases,D010770,Chemical
N2604,gastrointestinal diseases,D005767,Disease
N2605,peritonitis,D010538,Disease
N2606,surgical wound dehiscence,D013529,Disease
N2607,surgical wound infection,D013530,Disease
N2608,hydroxyethylrutoside,D006896,Chemical
N2609,rutin,D012431,Chemical
N2610,saphenous vein,D012501,Anatomy
N2611,ancitabine,D003504,Chemical
N2612,"anesthesia, intravenous",D000771,Technique
N2613,dog diseases,D004283,Disease
N2614,thiamylal,D013840,Chemical
N2615,delirium,D003693,Disease
N2616,nutrition disorders,D009748,Disease
N2617,thyroid function tests,D013960,Technique
N2618,thyroxine,D013974,Chemical
N2619,thyroxine-binding proteins,D013975,Chemical
N2620,triiodothyronine,D014284,Chemical
N2621,ankle,D000842,Anatomy
N2622,ergotamine,D004878,Chemical
N2623,ergotism,D004881,Disease
N2624,"plethysmography, impedance",D010992,Technique
N2625,liver function tests,D008111,Technique
N2626,united states department of veterans affairs,D014493,Other
N2627,warfare,D014857,Other
N2628,periodic acid-schiff reaction,D010503,Technique
N2629,evans blue,D005070,Chemical
N2630,microscopy,D008853,Technique
N2631,"microscopy, fluorescence",D008856,Technique
N2632,silver,D012834,Chemical
N2633,ontario,D009864,Other
N2634,atrial function,D016275,Biological_Process
N2635,galactosyltransferases,D005700,Chemical
N2636,"beta-n-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase",D006022,Chemical
N2637,factor viii,D005169,Chemical
N2638,meningitis,D008581,Disease
N2639,"telangiectasia, hereditary hemorrhagic",D013683,Disease
N2640,heparinoids,D006496,Chemical
N2641,ointments,D009824,Chemical
N2642,belladonna alkaloids,D001533,Chemical
N2643,paraldehyde,D010242,Chemical
N2644,cytodiagnosis,D003581,Technique
N2645,photometry,D010783,Technique
N2646,cross-sectional studies,D003430,Technique
N2647,finland,D005387,Other
N2648,thyroiditis,D013966,Disease
N2649,yugoslavia,D015022,Other
N2650,bromocriptine,D001971,Chemical
N2651,ergolines,D004873,Chemical
N2652,colonic neoplasms,D003110,Disease
N2653,prolapse,D011391,Disease
N2654,antibody specificity,D000918,Biological_Process
N2655,cross reactions,D003429,Biological_Process
N2656,apyrase,D001081,Chemical
N2657,cell extracts,D002457,Chemical
N2658,alcoholic intoxication,D000435,Disease
N2659,electrophysiology,D004594,Other
N2660,immunity,D007109,Biological_Process
N2661,mast-cell sarcoma,D012515,Disease
N2662,"mice, inbred c3h",D008809,Other
N2663,"mice, inbred c57bl",D008810,Other
N2664,"mice, inbred dba",D008811,Other
N2665,trinitrobenzenes,D014301,Chemical
N2666,urinary bladder neck obstruction,D001748,Disease
N2667,urinary incontinence,D014549,Disease
N2668,galactose,D005690,Chemical
N2669,"hybridization, genetic",D006824,Technique
N2670,ligands,D008024,Chemical
N2671,polysaccharides,D011134,Chemical
N2672,maternal-fetal exchange,D008431,Biological_Process
N2673,intensive care units,D007362,Other
N2674,"electrophoresis, polyacrylamide gel",D004591,Technique
N2675,"amino acid metabolism, inborn errors",D000592,Disease
N2676,digestive system,D004064,Anatomy
N2677,"hepatitis, viral, human",D006525,Disease
N2678,vitelline membrane,D014817,Anatomy
N2679,complement c4,D003181,Chemical
N2680,bone marrow transplantation,D016026,Technique
N2681,digeorge syndrome,D004062,Disease
N2682,thymopoietins,D013946,Chemical
N2683,thymus hormones,D013951,Chemical
N2684,conjunctivitis,D003231,Disease
N2685,corneal diseases,D003316,Disease
N2686,cochlea,D003051,Anatomy
N2687,labyrinth diseases,D007759,Disease
N2688,developmental disabilities,D002658,Other
N2689,growth disorders,D006130,Disease
N2690,puberty,D011627,Biological_Process
N2691,connective tissue cells,D003239,Anatomy
N2692,silver nitrate,D012835,Chemical
N2693,histological techniques,D006652,Technique
N2694,rna-directed dna polymerase,D012194,Chemical
N2695,splenic vein,D013162,Anatomy
N2696,corynebacterium,D003352,Other
N2697,corynebacterium infections,D003354,Disease
N2698,otitis media,D010033,Disease
N2699,microelectrodes,D008839,Technique
N2700,research,D012106,Other
N2701,terminology as topic,D009626,Other
N2702,"contraceptive devices, female",D003274,Technique
N2703,wales,D014852,Other
N2704,"erythrocytes, abnormal",D004913,Anatomy
N2705,thigh,D013848,Anatomy
N2706,mexiletine,D008801,Chemical
N2707,foreign-body reaction,D005549,Disease
N2708,gingiva,D005881,Anatomy
N2709,gingivectomy,D005890,Technique
N2710,tooth extraction,D014081,Technique
N2711,centromere,D002503,Anatomy
N2712,sex chromatin,D012728,Anatomy
N2713,erythrityl tetranitrate,D004897,Chemical
N2714,encephalomyelitis,D004679,Disease
N2715,"anemia, hypochromic",D000747,Disease
N2716,bloodletting,D001815,Technique
N2717,music,D009146,Other
N2718,panic,D010200,Other
N2719,abdominal neoplasms,D000008,Disease
N2720,"computers, hybrid",D003203,Other
N2721,blood coagulation disorders,D001778,Disease
N2722,hydroxybutyrate dehydrogenase,D006884,Chemical
N2723,4-aminobenzoic acid,D010129,Chemical
N2724,amine oxidase (copper-containing),D006631,Chemical
N2725,aminobenzoates,D062365,Chemical
N2726,histamine antagonists,D006633,Chemical
N2727,malonates,D008314,Chemical
N2728,para-aminobenzoates,D062366,Chemical
N2729,cluster headache,D003027,Disease
N2730,histidine,D006639,Chemical
N2731,imidazoles,D007093,Chemical
N2732,"accidents, traffic",D000063,Other
N2733,neurocognitive disorders,D019965,Other
N2734,reticulocytes,D012156,Anatomy
N2735,cestoda,D002589,Other
N2736,cestode infections,D002590,Disease
N2737,larva,D007814,Other
N2738,taenia,D013621,Other
N2739,"diagnosis, computer-assisted",D003936,Technique
N2740,foreign bodies,D005547,Disease
N2741,mercury,D008628,Chemical
N2742,nitrofurantoin,D009582,Chemical
N2743,paraquat,D010269,Chemical
N2744,cold temperature,D003080,Biological_Process
N2745,piracetam,D010889,Chemical
N2746,pyrrolidinones,D011760,Chemical
N2747,beta-globulins,D001609,Chemical
N2748,meningoencephalitis,D008590,Disease
N2749,aortic rupture,D001019,Disease
N2750,darier disease,D007644,Disease
N2751,"receptors, antigen, b-cell",D011947,Chemical
N2752,infectious mononucleosis,D007244,Disease
N2753,q fever,D011778,Disease
N2754,salmonella infections,D012480,Disease
N2755,thyroid hormones,D013963,Chemical
N2756,gangrene,D005734,Disease
N2757,duodenal ulcer,D004381,Disease
N2758,hyperparathyroidism,D006961,Disease
N2759,netherlands,D009426,Other
N2760,arginine vasopressin,D001127,Chemical
N2761,home care services,D006699,Other
N2762,metallurgy,D008669,Other
N2763,self-help devices,D012656,Technique
N2764,nails,D009262,Anatomy
N2765,"osteoarthropathy, secondary hypertrophic",D010005,Disease
N2766,north carolina,D009657,Other
N2767,ohio,D009820,Other
N2768,pleural diseases,D010995,Disease
N2769,fetal hemoglobin,D005319,Chemical
N2770,testicular neoplasms,D013736,Disease
N2771,tricuspid valve,D014261,Anatomy
N2772,sweden,D013548,Other
N2773,"anesthesia, epidural",D000767,Technique
N2774,diarrhea,D003967,Disease
N2775,fecal incontinence,D005242,Disease
N2776,"sweating, gustatory",D013547,Disease
N2777,efferent pathways,D004525,Anatomy
N2778,ephedrine,D004809,Chemical
N2779,nerve degeneration,D009410,Disease
N2780,phenelzine,D010624,Chemical
N2781,blood protein disorders,D001796,Disease
N2782,carboxyhemoglobin,D002263,Chemical
N2783,hydrolysis,D006868,Biological_Process
N2784,italy,D007558,Other
N2785,cobalt radioisotopes,D003037,Chemical
N2786,"sinus thrombosis, intracranial",D012851,Disease
N2787,periodic acid,D010504,Chemical
N2788,environmental exposure,D004781,Other
N2789,hemostatic techniques,D006489,Technique
N2790,schizophrenia,D012559,Other
N2791,atrophy,D001284,Disease
N2792,"encephalomyelitis, autoimmune, experimental",D004681,Disease
N2793,reaction time,D011930,Technique
N2794,shoes,D012775,Other
N2795,spinal nerve roots,D013126,Anatomy
N2796,tarsal tunnel syndrome,D013641,Disease
N2797,metalloproteins,D008667,Chemical
N2798,plasmapheresis,D010956,Technique
N2799,food hypersensitivity,D005512,Disease
N2800,nausea,D009325,Disease
N2801,"stomatitis, aphthous",D013281,Disease
N2802,tea,D013662,Chemical
N2803,vegetables,D014675,Other
N2804,"cytotoxicity, immunologic",D003602,Biological_Process
N2805,h-2 antigens,D006183,Chemical
N2806,isoantibodies,D007518,Chemical
N2807,neoplasm transplantation,D009368,Technique
N2808,5-hydroxytryptophan,D006916,Chemical
N2809,carbidopa,D002230,Chemical
N2810,climacteric,D002979,Biological_Process
N2811,osteoporosis,D010024,Disease
N2812,sexual behavior,D012725,Other
N2813,sweating,D013546,Biological_Process
N2814,vagina,D014621,Anatomy
N2815,vulva,D014844,Anatomy
N2816,exercise therapy,D005081,Technique
N2817,nifedipine,D009543,Chemical
N2818,granulocytes,D006098,Anatomy
N2819,cochlear nerve,D003056,Anatomy
N2820,densitometry,D003720,Technique
N2821,horseradish peroxidase,D006735,Chemical
N2822,"dermatitis, atopic",D003876,Disease
N2823,"vasculitis, leukocytoclastic, cutaneous",D018366,Disease
N2824,aortic aneurysm,D001014,Disease
N2825,carrier proteins,D002352,Chemical
N2826,cystinyl aminopeptidase,D010122,Chemical
N2827,enzymes,D004798,Chemical
N2828,eye color,D005127,Biological_Process
N2829,"reflex, oculocardiac",D012024,Biological_Process
N2830,strabismus,D013285,Disease
N2831,photic stimulation,D010775,Technique
N2832,alpha rhythm,D000513,Technique
N2833,mineralocorticoids,D008901,Chemical
N2834,house calls,D006792,Other
N2835,mobile health units,D008952,Other
N2836,patient admission,D010343,Technique
N2837,random allocation,D011897,Technique
N2838,intubation,D007440,Technique
N2839,mediastinal diseases,D008477,Disease
N2840,parenteral nutrition,D010288,Technique
N2841,"parenteral nutrition, total",D010289,Technique
N2842,"brain diseases, metabolic",D001928,Disease
N2843,oxygen radioisotopes,D010104,Chemical
N2844,psychotic disorders,D011618,Other
N2845,sclerosing solutions,D012597,Chemical
N2846,gene frequency,D005787,Biological_Process
N2847,gluconates,D005942,Chemical
N2848,sulfates,D013431,Chemical
N2849,ductus arteriosus,D004373,Anatomy
N2850,"cytopathogenic effect, viral",D003588,Technique
N2851,genetic counseling,D005817,Other
N2852,genetic linkage,D008040,Biological_Process
N2853,genotype,D005838,Biological_Process
N2854,"twins, monozygotic",D014430,Other
N2855,florida,D005431,Other
N2856,massachusetts,D008404,Other
N2857,pelvis,D010388,Anatomy
N2858,"heart, artificial",D006354,Technique
N2859,hematopoietic stem cells,D006412,Anatomy
N2860,vinblastine,D014747,Chemical
N2861,copper,D003300,Chemical
N2862,"leukemia, myeloid",D007951,Disease
N2863,physical stimulation,D010812,Technique
N2864,diatrizoate meglumine,D003974,Chemical
N2865,population surveillance,D011159,Technique
N2866,rural health,D012423,Other
N2867,"antigens, neoplasm",D000951,Chemical
N2868,"neoplastic cells, circulating",D009360,Anatomy
N2869,femoral vein,D005268,Anatomy
N2870,head,D006257,Anatomy
N2871,iliac vein,D007084,Anatomy
N2872,"contraceptives, oral, synthetic",D003280,Chemical
N2873,"prostaglandins, synthetic",D011465,Chemical
N2874,factor v,D005165,Chemical
N2875,prothrombin,D011516,Chemical
N2876,gluconeogenesis,D005943,Biological_Process
N2877,kidney tubules,D007684,Anatomy
N2878,proteinuria,D011507,Disease
N2879,"diet, diabetic",D003927,Technique
N2880,hemoglobin a,D006441,Chemical
N2881,sulfonylurea compounds,D013453,Chemical
N2882,skull fractures,D012887,Disease
N2883,greenland,D006116,Other
N2884,inuit,D004930,Other
N2885,"models, chemical",D008956,Technique
N2886,"infant, premature",D007234,Other
N2887,glucocorticoids,D005938,Chemical
N2888,cataplexy,D002385,Disease
N2889,disorders of excessive somnolence,D006970,Disease
N2890,narcolepsy,D009290,Disease
N2891,respiration disorders,D012120,Disease
N2892,pilot projects,D010865,Technique
N2893,antibody-producing cells,D000921,Anatomy
N2894,"meningitis, viral",D008587,Disease
N2895,neurosyphilis,D009494,Disease
N2896,subacute sclerosing panencephalitis,D013344,Disease
N2897,"manipulation, orthopedic",D008349,Technique
N2898,rural population,D012424,Other
N2899,esophageal achalasia,D004931,Disease
N2900,"antibodies, bacterial",D000907,Chemical
N2901,"antigens, bacterial",D000942,Chemical
N2902,"dose-response relationship, immunologic",D004306,Biological_Process
N2903,immunoglobulin gamma-chains,D007142,Chemical
N2904,rosette formation,D012397,Technique
N2905,diffusion,D004058,Biological_Process
N2906,glass,D005898,Other
N2907,polyethylenes,D011095,Chemical
N2908,syringes,D013594,Technique
N2909,complement c1,D003172,Chemical
N2910,"endocarditis, subacute bacterial",D004698,Disease
N2911,vesico-ureteral reflux,D014718,Disease
N2912,androstenedione,D000735,Chemical
N2913,estrone,D004970,Chemical
N2914,breast diseases,D001941,Disease
N2915,histones,D006657,Chemical
N2916,blood coagulation factors,D001779,Chemical
N2917,immunoassay,D007118,Technique
N2918,platelet factor 4,D010978,Chemical
N2919,"electrophoresis, cellulose acetate",D004588,Technique
N2920,racial groups,D044469,Other
N2921,vectorcardiography,D014672,Technique
N2922,y chromosome,D014998,Anatomy
N2923,beta 2-microglobulin,D001613,Chemical
N2924,gravitation,D006112,Biological_Process
N2925,immersion,D007101,Technique
N2926,weightlessness,D014893,Biological_Process
N2927,glycolates,D006016,Chemical
N2928,phenoxyacetates,D010642,Chemical
N2929,thalassemia,D013789,Disease
N2930,"hypersensitivity, immediate",D006969,Disease
N2931,nickel,D009532,Chemical
N2932,popliteal vein,D011152,Anatomy
N2933,"electrodes, implanted",D004567,Technique
N2934,"rna, viral",D012367,Chemical
N2935,viral proteins,D014764,Chemical
N2936,major histocompatibility complex,D008285,Biological_Process
N2937,"antigens, surface",D000954,Chemical
N2938,climate,D002980,Biological_Process
N2939,geography,D005843,Other
N2940,antifibrinolytic agents,D000933,Chemical
N2941,"injections, spinal",D007278,Technique
N2942,acetylglucosamine,D000117,Chemical
N2943,analgesics,D000700,Chemical
N2944,"anemia, hemolytic",D000743,Disease
N2945,autonomic agents,D001337,Chemical
N2946,subclavian vein,D013350,Anatomy
N2947,myeloproliferative disorders,D009196,Disease
N2948,h-reflex,D006181,Biological_Process
N2949,angioedema,D000799,Disease
N2950,pruritus,D011537,Disease
N2951,"anesthesia, dental",D000766,Technique
N2952,"anesthesia, local",D000772,Technique
N2953,mouth,D009055,Anatomy
N2954,drug prescriptions,D011307,Technique
N2955,"lymphoma, large b-cell, diffuse",D016403,Disease
N2956,"abortion, spontaneous",D000022,Disease
N2957,erythema,D004890,Disease
N2958,syphilis serodiagnosis,D013588,Technique
N2959,urine,D014556,Anatomy
N2960,erythropoiesis,D004920,Biological_Process
N2961,"hemoglobins, abnormal",D006455,Chemical
N2962,agricultural workers' diseases,D000382,Disease
N2963,fertilizers,D005308,Chemical
N2964,pseudoxanthoma elasticum,D011561,Disease
N2965,apatites,D001031,Chemical
