node_id,node_name,mesh_ui,node_type
N6256,"menopause, premature",D008594,Disease
N6257,health services administration,D006298,Other
N6258,apolipoprotein b-100,D053299,Chemical
N6259,corticotropin-releasing hormone,D003346,Chemical
N6260,phthalic acids,D010795,Chemical
N6261,fertilization in vitro,D005307,Technique
N6262,smog,D012905,Chemical
N6263,azerbaijan,D001382,Other
N6264,hyperopia,D006956,Disease
N6265,"refraction, ocular",D012029,Technique
N6266,octoxynol,D017830,Chemical
N6267,polyethylene glycols,D011092,Chemical
N6268,acyl coenzyme a,D000214,Chemical
N6269,dicarboxylic acids,D003998,Chemical
N6270,fura-2,D016257,Chemical
N6271,abattoirs,D000003,Other
N6272,filariasis,D005368,Disease
N6273,onchocerciasis,D009855,Disease
N6274,leprosy,D007918,Disease
N6275,lichen planus,D008010,Disease
N6276,"blotting, southern",D015139,Technique
N6277,"dna, mitochondrial",D004272,Chemical
N6278,background radiation,D001417,Biological_Process
N6279,metalloendopeptidases,D008666,Chemical
N6280,biological evolution,D005075,Biological_Process
N6281,basal metabolism,D001481,Biological_Process
N6282,prostaglandin d2,D015230,Chemical
N6283,minicomputers,D008905,Other
N6284,mmpi,D008950,Other
N6285,thyrotoxicosis,D013971,Disease
N6286,pentanoic acids,D010421,Chemical
N6287,fructosediphosphates,D005635,Chemical
N6288,hexosediphosphates,D006598,Chemical
N6289,attention,D001288,Other
N6290,speech perception,D013067,Other
N6291,"spectrophotometry, infrared",D013055,Technique
N6292,proton-translocating atpases,D006180,Chemical
N6293,atpase inhibitory protein,D000097795,Chemical
N6294,protein multimerization,D055503,Biological_Process
N6295,restriction mapping,D015183,Technique
N6296,flunarizine,D005444,Chemical
N6297,prealbumin,D011228,Chemical
N6298,work schedule tolerance,D014940,Other
N6299,erythrocyte transfusion,D017707,Technique
N6300,georgia (republic),D005846,Other
N6301,specific pathogen-free organisms,D013047,Biological_Process
N6302,polarography,D011048,Technique
N6303,orchiectomy,D009919,Technique
N6304,ovariectomy,D010052,Technique
N6305,leukocyte common antigens,D017493,Chemical
N6306,complement c4b,D015935,Chemical
N6307,intercellular signaling peptides and proteins,D036341,Chemical
N6308,"optic atrophies, hereditary",D015418,Disease
N6309,bronchial diseases,D001982,Disease
N6310,"intensive care units, pediatric",D015278,Other
N6311,nursing diagnosis,D009733,Other
N6312,exocytosis,D005089,Biological_Process
N6313,"receptors, fibronectin",D017469,Chemical
N6314,"cell adhesion molecules, neuronal",D015816,Chemical
N6315,fetal organ maturity,D005325,Biological_Process
N6316,sphingomyelins,D013109,Chemical
N6317,n-methylaspartate,D016202,Chemical
N6318,"receptors, n-methyl-d-aspartate",D016194,Chemical
N6319,iopamidol,D007479,Chemical
N6320,dna helicases,D004265,Chemical
N6321,peptide mapping,D010449,Technique
N6322,rna splicing,D012326,Biological_Process
N6323,prostaglandin endoperoxides,D011449,Chemical
N6324,hla-a antigens,D015234,Chemical
N6325,hla-dr4 antigen,D015804,Chemical
N6326,ankyrins,D017487,Chemical
N6327,corpus striatum,D003342,Anatomy
N6328,nucleus accumbens,D009714,Anatomy
N6329,"receptors, dopamine d1",D017447,Chemical
N6330,"receptors, dopamine d2",D017448,Chemical
N6331,hungary,D006814,Other
N6332,dental plaque,D003773,Disease
N6333,"angioplasty, laser",D016342,Technique
N6334,"indians, south american",D007199,Other
N6335,health resorts,D006294,Other
N6336,ukraine,D014455,Other
N6337,radio,D011845,Other
N6338,"ventriculography, first-pass",D015646,Technique
N6339,fluorine radioisotopes,D005462,Chemical
N6340,anthracosilicosis,D000874,Disease
N6341,carbamates,D002219,Chemical
N6342,cyclohexanecarboxylic acids,D003509,Chemical
N6343,propionates,D011422,Chemical
N6344,crisscross heart,D003420,Disease
N6345,factor va,D015943,Chemical
N6346,calpain,D002154,Chemical
N6347,kwashiorkor,D007732,Disease
N6348,confidence intervals,D016001,Technique
N6349,dehydroepiandrosterone sulfate,D019314,Chemical
N6350,nursing care,D009732,Technique
N6351,least-squares analysis,D016018,Technique
N6352,hla-dr antigens,D006684,Chemical
N6353,collapse therapy,D003096,Technique
N6354,"pneumothorax, artificial",D011031,Technique
N6355,thoracoplasty,D013905,Technique
N6356,rhabdomyolysis,D012206,Disease
N6357,synaptic membranes,D013570,Anatomy
N6358,dizocilpine maleate,D016291,Chemical
N6359,aortitis,D001025,Disease
N6360,"chromosomes, human, pair 18",D002887,Anatomy
N6361,bronchial fistula,D001983,Disease
N6362,complement c1q,D015922,Chemical
N6363,actinomycetales infections,D000193,Disease
N6364,debridement,D003646,Technique
N6365,"lameness, animal",D007794,Disease
N6366,rhodococcus,D012240,Other
N6367,oral health,D009909,Other
N6368,ambulatory care facilities,D000554,Other
N6369,methacrylates,D008689,Chemical
N6370,"rats, mutant strains",D011922,Other
N6371,troponin t,D020107,Chemical
N6372,digestive system neoplasms,D004067,Disease
N6373,isotretinoin,D015474,Chemical
N6374,"antigens, tumor-associated, carbohydrate",D015295,Chemical
N6375,spinocerebellar degenerations,D013132,Disease
N6376,alpha 1-antichymotrypsin,D000514,Chemical
N6377,"hypothalamus, anterior",D007032,Anatomy
N6378,familial mediterranean fever,D010505,Disease
N6379,aerospace medicine,D000337,Other
N6380,"chromosomes, human, pair 21",D002891,Anatomy
N6381,tooth eruption,D014078,Biological_Process
N6382,ticlopidine,D013988,Chemical
N6383,protriptyline,D011530,Chemical
N6384,tracheotomy,D014140,Technique
N6385,buspirone,D002065,Chemical
N6386,"carbohydrate metabolism, inborn errors",D002239,Disease
N6387,dysostoses,D004413,Disease
N6388,carbonyl cyanide p-trifluoromethoxyphenylhydrazone,D002259,Chemical
N6389,oligomycins,D009840,Chemical
N6390,doping in sports,D004300,Other
N6391,nandrolone,D009277,Chemical
N6392,weight lifting,D014891,Other
N6393,carbachol,D002217,Chemical
N6394,"4-acetamido-4'-isothiocyanatostilbene-2,2'-disulfonic acid",D012856,Chemical
N6395,cyclobutanes,D003503,Chemical
N6396,fusaric acid,D005669,Chemical
N6397,fusarium,D005670,Other
N6398,t-2 toxin,D013605,Chemical
N6399,zearalenone,D015025,Chemical
N6400,aequorin,D000331,Chemical
N6401,"genes, switch",D005812,Biological_Process
N6402,prodrugs,D011355,Chemical
N6403,child nutrition disorders,D015362,Disease
N6404,"medicine, chinese traditional",D008516,Technique
N6405,astrocytes,D001253,Anatomy
N6406,cell compartmentation,D002451,Biological_Process
N6407,adhesives,D000269,Chemical
N6408,senecio,D012674,Other
N6409,"microscopy, immunoelectron",D016253,Technique
N6410,"adjuvants, immunologic",D000276,Chemical
N6411,thymus extracts,D013949,Chemical
N6412,telephone,D013689,Other
N6413,students,D013334,Other
N6414,somatotypes,D013008,Technique
N6415,histidine-rich glycoprotein,D000099053,Chemical
N6416,bronchopulmonary dysplasia,D001997,Disease
N6417,floxacillin,D005436,Chemical
N6418,piperacillin,D010878,Chemical
N6419,diet surveys,D004034,Technique
N6420,quinapril,D000077583,Chemical
N6421,suction,D013396,Technique
N6422,fluorescein,D019793,Chemical
N6423,"ultrasonography, prenatal",D016216,Technique
N6424,lymphomatoid granulomatosis,D008230,Disease
N6425,vaginal neoplasms,D014625,Disease
N6426,"neoplasms, unknown primary",D009382,Disease
N6427,polyuria,D011141,Disease
N6428,mazindol,D008454,Chemical
N6429,spiperone,D013134,Chemical
N6430,"restraint, physical",D012149,Technique
N6431,child nutritional physiological phenomena,D002664,Biological_Process
N6432,infant nutritional physiological phenomena,D007227,Biological_Process
N6433,cell hypoxia,D015687,Biological_Process
N6434,bone transplantation,D016025,Technique
N6435,"malocclusion, angle class iii",D008313,Disease
N6436,mandible,D008334,Anatomy
N6437,fluoridation,D005457,Technique
N6438,porosity,D016062,Biological_Process
N6439,celiprolol,D017272,Chemical
N6440,acinetobacter infections,D000151,Disease
N6441,"keratoderma, palmoplantar",D007645,Disease
N6442,thermal conductivity,D013814,Biological_Process
N6443,gastrin-releasing peptide,D019886,Chemical
N6444,phosphopyruvate hydratase,D010751,Chemical
N6445,bombesin,D001839,Chemical
N6446,bacteroides,D001439,Other
N6447,eikenella corrodens,D016124,Other
N6448,pakistan,D010154,Other
N6449,philippines,D010679,Other
N6450,dental care for aged,D016321,Technique
N6451,tooth root,D014092,Anatomy
N6452,optical fibers,D055100,Technique
N6453,isoindoles,D054833,Chemical
N6454,phenylbutyrates,D010654,Chemical
N6455,gram-positive bacteria,D006094,Other
N6456,"rats, inbred wf",D011920,Other
N6457,"antigens, polyomavirus transforming",D000952,Chemical
N6458,oncogenes,D009857,Biological_Process
N6459,osteocalcin,D015675,Chemical
N6460,dioxolanes,D004148,Chemical
N6461,methionine,D008715,Chemical
N6462,health planning guidelines,D006287,Other
N6463,bicycling,D001642,Other
N6464,fragile x syndrome,D005600,Disease
N6465,lymphocele,D008210,Disease
N6466,technetium tc 99m pyrophosphate,D016698,Chemical
N6467,sufentanil,D017409,Chemical
N6468,jaw cysts,D007570,Disease
N6469,carotid stenosis,D016893,Disease
N6470,georgia,D005845,Other
N6471,dental anxiety,D016854,Other
N6472,anorexia nervosa,D000856,Other
N6473,railroads,D011890,Other
N6474,culture,D003469,Other
N6475,myocardial ischemia,D017202,Disease
N6476,"food, formulated",D005526,Biological_Process
N6477,infant nutrition disorders,D007228,Disease
N6478,hemagglutination,D006384,Biological_Process
N6479,"endoscopy, gastrointestinal",D016099,Technique
N6480,solitary pulmonary nodule,D003074,Disease
N6481,fluorometry,D005470,Technique
N6482,time and motion studies,D013996,Other
N6483,trichloroethanes,D014240,Chemical
N6484,native hawaiian or pacific islander,D044468,Other
N6485,"hypertrophy, left ventricular",D017379,Disease
N6486,seat belts,D012622,Technique
N6487,"tachycardia, ventricular",D017180,Disease
N6488,cathepsin g,D056649,Chemical
N6489,cytochalasin b,D003571,Chemical
N6490,n-formylmethionine leucyl-phenylalanine,D009240,Chemical
N6491,peroxidase,D009195,Chemical
N6492,discitis,D015299,Disease
N6493,intervertebral disc chemolysis,D007404,Technique
N6494,calcium channels,D015220,Chemical
N6495,anaplasia,D000708,Disease
N6496,cytomegalovirus,D003587,Other
N6497,common bile duct neoplasms,D003138,Disease
N6498,sodium channels,D015222,Chemical
N6499,enalaprilat,D015773,Chemical
N6500,dibenzocycloheptenes,D003986,Chemical
N6501,"receptors, neurotransmitter",D017981,Chemical
N6502,superoxides,D013481,Chemical
N6503,phosphofructokinase-2,D025481,Chemical
N6504,sodium nitrite,D012977,Chemical
N6505,district of columbia,D004219,Other
N6506,facial expression,D005149,Technique
N6507,"chromosomes, human, pair 22",D002892,Anatomy
N6508,"chromosomes, human, pair 9",D002899,Anatomy
N6509,first aid,D005392,Technique
N6510,hypoproteinemia,D007019,Disease
N6511,subdural space,D013355,Anatomy
N6512,ropivacaine,D000077212,Chemical
N6513,"pleural effusion, malignant",D016066,Disease
N6514,pericardial window techniques,D010491,Technique
N6515,hispanic or latino,D006630,Other
N6516,academic medical centers,D000046,Other
N6517,image enhancement,D007089,Technique
N6518,ventilation,D014691,Other
N6519,chorioamnionitis,D002821,Disease
N6520,meconium,D008470,Anatomy
N6521,pathology,D010336,Other
N6522,chondroitin sulfate proteoglycans,D011508,Chemical
N6523,fibroblast growth factors,D005346,Chemical
N6524,heparan sulfate proteoglycans,D019812,Chemical
N6525,polysaccharide-lyases,D011133,Chemical
N6526,retinal neovascularization,D015861,Disease
N6527,"labor, induced",D007751,Technique
N6528,polyhydramnios,D006831,Disease
N6529,costa rica,D003364,Other
N6530,recombinant fusion proteins,D011993,Chemical
N6531,nonverbal communication,D009633,Other
N6532,"aphasia, wernicke",D001041,Disease
N6533,"evoked potentials, auditory",D005072,Biological_Process
N6534,hearing loss,D034381,Disease
N6535,speech,D013060,Other
N6536,amblyopia,D000550,Disease
N6537,color perception,D003118,Other
N6538,serum amyloid a protein,D000685,Chemical
N6539,staurosporine,D019311,Chemical
N6540,plant oils,D010938,Chemical
N6541,sunflower oil,D000074242,Chemical
N6542,tetrahydrocortisol,D013760,Chemical
N6543,tetrahydrocortisone,D013761,Chemical
N6544,clonazepam,D002998,Chemical
N6545,proto-oncogene proteins c-raf,D019908,Chemical
N6546,corpus luteum,D003338,Anatomy
N6547,embryo transfer,D004624,Technique
N6548,relaxin,D012065,Chemical
N6549,glucose clamp technique,D015309,Technique
N6550,aids dementia complex,D015526,Disease
N6551,dextran sulfate,D016264,Chemical
N6552,radiotherapy dosage,D011879,Technique
N6553,blast crisis,D001752,Disease
N6554,"leukemia, myelomonocytic, acute",D015479,Disease
N6555,osmotic fragility,D009996,Technique
N6556,ceftriaxone,D002443,Chemical
N6557,lod score,D008126,Biological_Process
N6558,artificial intelligence,D001185,Biological_Process
N6559,south carolina,D013022,Other
N6560,travel,D014195,Other
N6561,transportation,D014186,Other
N6562,lymphotoxin-alpha,D008233,Chemical
N6563,transforming growth factor beta,D016212,Chemical
N6564,sulfur radioisotopes,D013462,Chemical
N6565,bile,D001646,Anatomy
N6566,chenodeoxycholic acid,D002635,Chemical
N6567,cholestanol,D004083,Chemical
N6568,phytosterols,D010840,Chemical
N6569,sitosterols,D012855,Chemical
N6570,"tobacco, smokeless",D014030,Other
N6571,occupational therapy,D009788,Technique
N6572,"range of motion, articular",D016059,Technique
N6573,robotics,D012371,Other
N6574,endorphins,D004723,Chemical
N6575,cathepsin d,D002402,Chemical
N6576,benzene derivatives,D001555,Chemical
N6577,phospholipases a,D010741,Chemical
N6578,phospholipases a2,D054467,Chemical
N6579,erysipelas,D004886,Disease
N6580,stomach rupture,D013275,Disease
N6581,lebanon,D007861,Other
N6582,"hyperthermia, induced",D006979,Technique
N6583,ageusia,D000370,Disease
N6584,axilla,D001365,Anatomy
N6585,addison disease,D000224,Disease
N6586,"radiology, interventional",D015642,Other
N6587,giant cells,D015726,Anatomy
N6588,creutzfeldt-jakob syndrome,D007562,Disease
N6589,facial muscles,D005152,Anatomy
N6590,"lidocaine, prilocaine drug combination",D000077442,Chemical
N6591,prilocaine,D011318,Chemical
N6592,disaccharides,D004187,Chemical
N6593,sulfuric acids,D013464,Chemical
N6594,dorsomedial hypothalamic nucleus,D004302,Anatomy
N6595,median nerve,D008475,Anatomy
N6596,thioctic acid,D008063,Chemical
N6597,interviews as topic,D007407,Technique
N6598,esophageal motility disorders,D015154,Disease
N6599,chromium alloys,D002858,Chemical
N6600,cobalt,D003035,Chemical
N6601,kallikrein-kinin system,D016234,Biological_Process
N6602,methylhistamines,D008761,Chemical
N6603,accelerated idioventricular rhythm,D016170,Disease
N6604,erythrocyte aggregation,D004903,Technique
N6605,tissue and organ procurement,D009927,Other
N6606,adenofibroma,D000232,Disease
N6607,lentigo,D007911,Disease
N6608,"meningitis, aseptic",D008582,Disease
N6609,jejunal diseases,D007579,Disease
N6610,athletic injuries,D001265,Disease
N6611,racquet sports,D015865,Other
N6612,oxacillin,D010068,Chemical
N6613,beta-lactamase inhibitors,D065093,Chemical
N6614,new jersey,D009515,Other
N6615,petroleum,D010578,Chemical
N6616,decalcification technique,D003648,Technique
N6617,dairy products,D003611,Biological_Process
N6618,eggs,D004531,Biological_Process
N6619,meat,D008460,Biological_Process
N6620,muscle hypotonia,D009123,Disease
N6621,"genes, myc",D016259,Biological_Process
N6622,proto-oncogene mas,D000090063,Chemical
N6623,abetalipoproteinemia,D000012,Disease
N6624,cell separation,D002469,Technique
N6625,epididymitis,D004823,Disease
N6626,data collection,D003625,Technique
N6627,picibanil,D010844,Chemical
N6628,ciliary motility disorders,D002925,Disease
N6629,zona glomerulosa,D015384,Anatomy
N6630,learning,D007858,Other
N6631,self care,D012648,Technique
N6632,"hand deformities, congenital",D006228,Disease
N6633,ovulation induction,D010062,Technique
N6634,obstetrics,D009774,Other
N6635,peliosis hepatis,D010382,Disease
N6636,gastrointestinal motility,D005769,Biological_Process
N6637,drug design,D015195,Technique
N6638,"genes, synthetic",D005813,Biological_Process
N6639,hiv envelope protein gp41,D015700,Chemical
N6640,brachial plexus,D001917,Anatomy
N6641,poliomyelitis,D011051,Disease
N6642,rose bengal,D012395,Chemical
N6643,iowa,D007484,Other
N6644,status epilepticus,D013226,Disease
N6645,aphonia,D001044,Disease
N6646,laryngeal diseases,D007818,Disease
N6647,baths,D001494,Technique
N6648,"dependency, psychological",D003858,Other
N6649,gelatinases,D018093,Chemical
N6650,tissue inhibitor of metalloproteinase-2,D019716,Chemical
N6651,"confounding factors, epidemiologic",D015986,Other
N6652,alcohol amnestic disorder,D000425,Disease
N6653,hepatitis b antibodies,D006510,Chemical
N6654,czechoslovakia,D003604,Other
N6655,online systems,D009862,Other
N6656,anterior horn cells,D000870,Anatomy
N6657,computer systems,D003199,Other
N6658,radiation tolerance,D011836,Biological_Process
N6659,facial pain,D005157,Disease
N6660,methylmethacrylate,D020366,Chemical
N6661,biliary atresia,D001656,Disease
N6662,chemical warfare agents,D002619,Chemical
N6663,cholinesterase inhibitors,D002800,Chemical
N6664,trimethaphan,D014294,Chemical
N6665,tumor stem cell assay,D014410,Technique
N6666,genetic therapy,D015316,Technique
N6667,health services research,D006302,Other
N6668,salicylic acid,D020156,Chemical
N6669,"tablets, enteric-coated",D013608,Chemical
N6670,electronic data processing,D001330,Other
N6671,expert systems,D005103,Other
N6672,user-computer interface,D014584,Other
N6673,motivation,D009042,Other
N6674,spermatocele,D013088,Disease
N6675,testicular hydrocele,D006848,Disease
N6676,aids serodiagnosis,D015492,Technique
N6677,hiv antibodies,D015483,Chemical
N6678,respiratory paralysis,D012133,Disease
N6679,ferrous compounds,D005296,Chemical
N6680,folic acid,D005492,Chemical
N6681,gram-negative bacteria,D006090,Other
N6682,balloon occlusion,D021721,Technique
N6683,aqueous humor,D001082,Anatomy
N6684,"databases, factual",D016208,Other
N6685,medicaid,D008484,Other
N6686,nerve net,D009415,Anatomy
N6687,ochronosis,D009794,Disease
N6688,hydroxymethylglutaryl-coa reductase inhibitors,D019161,Chemical
N6689,isoelectric point,D007526,Technique
N6690,prediabetic state,D011236,Disease
N6691,calbindin 1,D064092,Chemical
N6692,calbindins,D064026,Chemical
N6693,parvalbumins,D010320,Chemical
N6694,s100 calcium binding protein g,D064030,Chemical
N6695,crustacea,D003445,Other
N6696,cellulitis,D002481,Disease
N6697,"limb deformities, congenital",D017880,Disease
N6698,nasopharyngeal neoplasms,D009303,Disease
N6699,irritants,D007509,Chemical
N6700,cefpirome,D000097572,Chemical
N6701,electrosurgery,D004598,Technique
N6702,vitamin e deficiency,D014811,Disease
N6703,martial arts,D016139,Other
N6704,indonesia,D007214,Other
N6705,globulins,D005916,Chemical
N6706,ketotifen,D007665,Chemical
N6707,"glaucoma, open-angle",D005902,Disease
N6708,trimetazidine,D014292,Chemical
N6709,"accommodation, ocular",D000065,Biological_Process
N6710,pupil disorders,D011681,Disease
N6711,food analysis,D005504,Technique
N6712,food preferences,D005518,Other
N6713,lung injury,D055370,Disease
N6714,wrist,D014953,Anatomy
N6715,aldehyde oxidase,D042931,Chemical
N6716,aldehyde oxidoreductases,D000445,Chemical
N6717,anger,D000786,Other
N6718,assertiveness,D001242,Other
N6719,chlamydia,D002689,Other
N6720,chlamydia infections,D002690,Disease
N6721,glial fibrillary acidic protein,D005904,Chemical
N6722,macular edema,D008269,Disease
N6723,neural tube defects,D009436,Disease
N6724,drug carriers,D004337,Chemical
N6725,arachidonate 15-lipoxygenase,D001093,Chemical
N6726,"hyperlipidemia, familial combined",D006950,Disease
N6727,"nephrostomy, percutaneous",D009403,Technique
N6728,ureteral calculi,D014514,Disease
N6729,paintings,D010151,Other
N6730,benzothiazoles,D052160,Chemical
N6731,apraxias,D001072,Disease
N6732,iontophoresis,D007478,Technique
N6733,sodium oxybate,D012978,Chemical
N6734,procedural sedation,D016292,Technique
N6735,"molar, third",D008964,Anatomy
N6736,firearms,D005389,Other
N6737,waardenburg syndrome,D014849,Disease
N6738,universities,D014495,Other
N6739,chlorohydrins,D002728,Chemical
N6740,epichlorohydrin,D004811,Chemical
N6741,electromagnetic fields,D004574,Biological_Process
N6742,magnetoencephalography,D015225,Technique
N6743,pharmacology,D010600,Other
N6744,"adipose tissue, brown",D002001,Anatomy
N6745,mandibular diseases,D008336,Disease
N6746,aortopulmonary septal defect,D001028,Disease
N6747,adenosine-5'-(n-ethylcarboxamide),D019830,Chemical
N6748,"heart rate, fetal",D006340,Biological_Process
N6749,phenylisopropyladenosine,D010660,Chemical
N6750,pancreas transplantation,D016035,Technique
N6751,radionuclide generators,D011876,Technique
N6752,fish diseases,D005393,Disease
N6753,salmon,D012474,Other
N6754,trout,D014337,Other
N6755,transcobalamins,D014155,Chemical
N6756,ginsenosides,D036145,Chemical
N6757,lymphocyte subsets,D016131,Anatomy
N6758,"dysentery, amebic",D004404,Disease
N6759,"paraparesis, tropical spastic",D015493,Disease
N6760,inpatients,D007297,Other
N6761,optical illusions,D009903,Other
N6762,reading,D011932,Other
N6763,vision tests,D014787,Technique
N6764,radioisotope teletherapy,D011867,Technique
N6765,erythromelalgia,D004916,Disease
N6766,alaska,D000413,Other
N6767,"burnout, professional",D002055,Disease
N6768,nitrophenylgalactosides,D009598,Chemical
N6769,glycosuria,D006029,Disease
N6770,ring chromosomes,D012303,Anatomy
N6771,awareness,D001364,Other
N6772,1-sarcosine-8-isoleucine angiotensin ii,D015059,Chemical
N6773,"water pollution, chemical",D014877,Other
N6774,cholinergic fibers,D002799,Anatomy
N6775,orientation,D009949,Other
N6776,"reflex, vestibulo-ocular",D012027,Biological_Process
N6777,vestibular nuclei,D014726,Anatomy
N6778,globus pallidus,D005917,Anatomy
N6779,"retention, psychology",D012153,Other
N6780,gestures,D005868,Other
N6781,urinary calculi,D014545,Disease
N6782,lipid bilayers,D008051,Chemical
N6783,"membranes, artificial",D008567,Chemical
N6784,aortic valve prolapse,D001023,Disease
N6785,garlic,D005737,Other
N6786,cues,D003463,Other
N6787,acyclovir,D000212,Chemical
N6788,visual cortex,D014793,Anatomy
N6789,"retinal necrosis syndrome, acute",D015882,Disease
N6790,san francisco,D012495,Other
N6791,indoramin,D007217,Chemical
N6792,linear models,D016014,Technique
N6793,methylguanidine,D008760,Chemical
N6794,leukemoid reaction,D007955,Disease
N6795,new south wales,D009517,Other
N6796,quality control,D011786,Other
N6797,vital statistics,D014798,Technique
N6798,housing,D006798,Other
N6799,public housing,D011638,Other
N6800,cultural characteristics,D003466,Other
N6801,"europe, eastern",D005061,Other
N6802,spatial behavior,D013037,Other
N6803,auditory perception,D001307,Other
N6804,time perception,D013998,Other
N6805,pharmaceutical preparations,D004364,Chemical
N6806,cybernetics,D003491,Other
N6807,dendrites,D003712,Anatomy
N6808,nerve regeneration,D009416,Biological_Process
N6809,neuronal plasticity,D009473,Biological_Process
N6810,lipoprotein-x,D008073,Chemical
N6811,dictyostelium,D004023,Other
N6812,morphogenesis,D009024,Biological_Process
N6813,"pituitary gland, anterior",D010903,Anatomy
N6814,iofetamine,D020367,Chemical
N6815,utah,D014589,Other
N6816,aminopyrine,D000632,Chemical
N6817,emulsions,D004655,Chemical
N6818,"antimetabolites, antineoplastic",D000964,Chemical
N6819,"drugs, investigational",D015507,Chemical
N6820,guanine,D006147,Chemical
N6821,periaqueductal gray,D010487,Anatomy
N6822,"psychoses, substance-induced",D011605,Disease
N6823,macaca radiata,D008255,Other
N6824,minerals,D008903,Chemical
N6825,gastric acid,D005744,Anatomy
N6826,"vision, low",D015354,Disease
N6827,"endoscopy, digestive system",D016145,Technique
N6828,benzilates,D001561,Chemical
N6829,dienestrol,D004028,Chemical
N6830,heat exhaustion,D006359,Disease
N6831,capgras syndrome,D002194,Other
N6832,personality assessment,D010552,Other
N6833,mesentery,D008643,Anatomy
N6834,lown-ganong-levine syndrome,D008151,Disease
N6835,viper venoms,D014757,Chemical
N6836,"glaucoma, neovascular",D015355,Disease
N6837,visual pathways,D014795,Anatomy
N6838,interneurons,D007395,Anatomy
N6839,trigeminal nerve injuries,D061221,Disease
N6840,actihaemyl,D000183,Chemical
N6841,exploratory behavior,D005106,Other
N6842,exotropia,D005099,Disease
N6843,tegmentum mesencephali,D013681,Anatomy
N6844,estonia,D004957,Other
N6845,regeneration,D012038,Biological_Process
N6846,mediastinitis,D008480,Disease
N6847,vasovasostomy,D014669,Technique
N6848,anterior eye segment,D000869,Anatomy
N6849,"burns, chemical",D002057,Disease
N6850,eye burns,D005126,Disease
N6851,gamma cameras,D015902,Technique
N6852,cell cycle,D002453,Biological_Process
N6853,insulin-like growth factor ii,D007335,Chemical
N6854,mitotane,D008939,Chemical
N6855,pregnenolone,D011284,Chemical
N6856,insecticides,D007306,Chemical
N6857,thinness,D013851,Disease
N6858,"evoked potentials, auditory, brain stem",D016057,Biological_Process
N6859,"hearing loss, sudden",D003639,Disease
N6860,thailand,D013785,Other
N6861,pasteurella infections,D010326,Disease
N6862,sensory receptor cells,D011984,Anatomy
N6863,"tachycardia, ectopic atrial",D013612,Disease
N6864,"tachycardia, sinus",D013616,Disease
N6865,apolipoprotein e2,D053329,Chemical
N6866,femur head,D005270,Anatomy
N6867,femur head necrosis,D005271,Disease
N6868,metatarsal bones,D008682,Anatomy
N6869,osteocytes,D010011,Anatomy
N6870,cesium,D002586,Chemical
N6871,leg length inequality,D007870,Disease
N6872,tooth diseases,D014076,Disease
N6873,trephining,D014207,Technique
N6874,oxidoreductases acting on ch-nh group donors,D000587,Chemical
N6875,polyamine oxidase,D000097667,Chemical
N6876,auditory threshold,D001309,Other
N6877,barium compounds,D017609,Chemical
N6878,quinolizines,D011807,Chemical
N6879,matrines,D000093842,Chemical
N6880,glomerular mesangium,D005920,Anatomy
N6881,aluminum,D000535,Chemical
N6882,pentanones,D010422,Chemical
N6883,hypohidrosis,D007007,Disease
N6884,cataract extraction,D002387,Technique
N6885,ultraviolet therapy,D014467,Technique
N6886,tocopherols,D024505,Chemical
N6887,alpha-tocopherol,D024502,Chemical
N6888,"genital neoplasms, female",D005833,Disease
N6889,kynurenic acid,D007736,Chemical
N6890,aminoisobutyric acids,D000621,Chemical
N6891,azoles,D001393,Chemical
N6892,organoselenium compounds,D016566,Chemical
N6893,legionnaires' disease,D007877,Disease
N6894,selection bias,D015983,Other
N6895,gonioscopy,D006068,Technique
N6896,"rats, zucker",D011924,Other
N6897,hyperostosis,D015576,Disease
N6898,"biofeedback, psychology",D001676,Technique
N6899,alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid,D018350,Chemical
N6900,retinal ganglion cells,D012165,Anatomy
N6901,defense mechanisms,D003674,Other
N6902,"denial, psychological",D003717,Other
N6903,guanfacine,D016316,Chemical
N6904,cuba,D003462,Other
N6905,choriocarcinoma,D002822,Disease
N6906,fallopian tube neoplasms,D005185,Disease
N6907,nociceptors,D009619,Anatomy
N6908,"transplantation, heterotopic",D016042,Technique
N6909,sodium glutamate,D012970,Chemical
N6910,protective devices,D011482,Technique
N6911,"animals, suckling",D000833,Other
N6912,weaning,D014886,Biological_Process
N6913,myelography,D009192,Technique
N6914,"cranial fossa, posterior",D003388,Anatomy
N6915,maximum allowable concentration,D008452,Other
N6916,child rearing,D002668,Other
N6917,mother-child relations,D009034,Other
N6918,scurvy,D012614,Disease
N6919,alpha-glucosidases,D000520,Chemical
N6920,food,D005502,Biological_Process
N6921,reversal learning,D012193,Other
N6922,reward,D012201,Other
N6923,emergency medicine,D004635,Other
N6924,automation,D001331,Other
N6925,glycated proteins,D000093844,Chemical
N6926,thiocarbamates,D013859,Chemical
N6927,database management systems,D003628,Other
N6928,quinoxalines,D011810,Chemical
N6929,quisqualic acid,D016318,Chemical
N6930,"receptors, glutamate",D017470,Chemical
N6931,kainic acid receptors,D018092,Chemical
N6932,leukotriene b4,D007975,Chemical
N6933,lisinopril,D017706,Chemical
N6934,guanylyl imidodiphosphate,D006165,Chemical
N6935,down-regulation,D015536,Biological_Process
N6936,perchlorates,D010472,Chemical
